SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","7/18/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","7/19/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","7/20/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","7/21/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","7/22/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","7/23/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","7/24/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","7/25/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","7/26/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","7/27/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","7/28/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","7/29/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","7/30/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","7/31/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/1/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/2/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/3/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/4/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/5/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/6/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/7/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/8/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/9/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/10/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/11/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/12/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/13/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/14/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/15/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/16/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/17/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/18/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/19/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/20/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/21/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/22/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/23/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/24/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/25/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/26/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/27/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/28/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/29/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/30/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/31/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/1/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/2/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/3/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/4/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/5/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/6/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/7/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/8/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/9/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/10/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/11/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/12/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/13/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/14/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/15/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/16/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/17/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/18/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/19/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/20/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/21/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/22/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/23/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/24/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/25/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/26/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/27/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/28/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/29/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/30/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/1/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/2/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/3/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/4/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","6.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/5/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","5.8E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/6/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/7/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/8/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/9/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/10/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/11/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/12/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/13/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/14/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/15/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/16/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/17/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/18/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/19/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/20/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/21/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/22/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/23/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/24/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/25/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/26/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/27/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/28/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/29/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/30/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/31/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/1/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/2/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/3/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/4/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/5/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/6/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/7/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/8/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/9/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/10/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/11/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/12/2022","d23a5753-ff85-4ddf-af28-8cc5cf2d3882","Storage","Standard Page Blob","All","LRS Data Stored","2.4E-05","0.000000"
