SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/27/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/28/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/29/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/30/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/31/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/1/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/2/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/3/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/4/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/5/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/6/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/7/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/8/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/9/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/10/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/11/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/12/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/13/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/14/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/15/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/16/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/17/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/18/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/19/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/20/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/21/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/22/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/23/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/24/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/25/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/26/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/27/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/28/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/29/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","9/30/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/1/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/2/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/3/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/4/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000264","0.000009"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/5/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000328","0.000017"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/6/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/7/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/8/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/9/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/10/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/11/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/12/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/13/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/14/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/15/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/16/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/17/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/18/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/19/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/20/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/21/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/22/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/23/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/24/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/25/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/26/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/27/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/28/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/29/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/30/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","10/31/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000192","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/1/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/2/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/3/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/4/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/5/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/6/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/7/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/8/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/9/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/10/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/11/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/12/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/13/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/14/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/15/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/16/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/17/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/18/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/19/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/20/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/21/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/22/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","0.000216","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","11/23/2022","bd6a3ee3-7c1b-4aea-85fe-2d9168197e76","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot RA-GRS Data Stored","9E-05","0.000000"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/8/2022","0fd09d00-bc3f-45fa-b913-2dcc98c44b32","Storage","Queues v2","EU North","LRS Class 1 Operations","0.0083","0.000031"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/9/2022","0fd09d00-bc3f-45fa-b913-2dcc98c44b32","Storage","Queues v2","EU North","LRS Class 1 Operations","0.0031","0.000007"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/10/2022","0fd09d00-bc3f-45fa-b913-2dcc98c44b32","Storage","Queues v2","EU North","LRS Class 1 Operations","0.0289","0.000109"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/11/2022","0fd09d00-bc3f-45fa-b913-2dcc98c44b32","Storage","Queues v2","EU North","LRS Class 1 Operations","0.006","0.000014"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/12/2022","0fd09d00-bc3f-45fa-b913-2dcc98c44b32","Storage","Queues v2","EU North","LRS Class 1 Operations","0.0062","0.000014"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/13/2022","0fd09d00-bc3f-45fa-b913-2dcc98c44b32","Storage","Queues v2","EU North","LRS Class 1 Operations","0.0064","0.000016"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/14/2022","0fd09d00-bc3f-45fa-b913-2dcc98c44b32","Storage","Queues v2","EU North","LRS Class 1 Operations","0.0062","0.000014"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/15/2022","0fd09d00-bc3f-45fa-b913-2dcc98c44b32","Storage","Queues v2","EU North","LRS Class 1 Operations","0.0064","0.000016"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/16/2022","0fd09d00-bc3f-45fa-b913-2dcc98c44b32","Storage","Queues v2","EU North","LRS Class 1 Operations","0.0062","0.000014"
"Microsoft Azure Sponsorship 2","2fd2d39b-b2a1-4174-b80c-839540ed7340","8/17/2022","0fd09d00-bc3f-45fa-b913-2dcc98c44b32","Storage","Queues v2","EU North","LRS Class 1 Operations","0.0064","0.000016"
